Term,Part Of Term,School,Subject,Course Number,Section Number,CRN,Title,Long_Crs_Desc,CurrentEnroll,Enrollment (Including Cross List),Max Enrollment (Including Cross List),Seats Available (Including Cross List),Wait List Count (Including Cross List),Wait List Available (Including Cross List),Part of Term Start Date,Part of Term End Date,Primary Instructor,Other Instructors,Meeting Times,Rooms
Fall 2018,Full Term,College of Liberal Arts,LING,101,G,10863,"Language, Communication, and Culture","Language, Communication, and Culture",13,13,30,17,0,999,8/27/18,12/14/18,"MacLachlan, Anna",,MW 11:50 AM - 01:05 PM,TIL 205
Fall 2018,Full Term,College of Liberal Arts,MATH,1,VF,10582,Preparation for Calculus,,22,22,25,3,0,999,8/27/18,12/14/18,"Rabb-Liu, Amy",,TR 10:25 AM - 11:40 AM,BC 218
Fall 2018,Full Term,College of Liberal Arts,MATH,117,A,10256,Introductory Statistics,,22,22,30,8,0,999,8/27/18,12/14/18,"Abramowitz, Sarah",,MWF 07:55 AM - 09:00 AM,LC 28
Fall 2018,Full Term,College of Liberal Arts,MATH,117,C,10259,Introductory Statistics,,30,30,30,0,1,998,8/27/18,12/14/18,"Casement, Christopher",,MWF 09:10 AM - 10:15 AM,LC 28
Fall 2018,Full Term,College of Liberal Arts,MATH,117,E,10264,Introductory Statistics,,30,30,30,0,5,994,8/27/18,12/14/18,"Casement, Christopher",,MWF 10:25 AM - 11:30 AM,LC 28
Fall 2018,Full Term,College of Liberal Arts,MATH,117,J,10346,Introductory Statistics,,30,30,30,0,0,999,8/27/18,12/14/18,"Apelian, Christopher",,MWF 01:15 PM - 02:20 PM,HSC S4
Fall 2018,Full Term,College of Liberal Arts,MATH,117,VG,10343,Introductory Statistics,,27,28,27,-1,0,999,8/27/18,12/14/18,"Lu, Yi",,MWF 11:50 AM - 12:55 PM,LC 28
Fall 2018,Full Term,College of Liberal Arts,MATH,150,VG,10342,Calculus and Analytical Geometry I,,36,36,31,-5,0,999,8/27/18,12/14/18,"Harris, Seth",,MWF 11:50 AM - 12:55 PM,BC 21
Fall 2018,Full Term,College of Liberal Arts,MATH,150,VL,10348,Calculus and Analytical Geometry I,,31,31,31,0,0,999,8/27/18,12/14/18,"Surace, Steve",,MWF 04:30 PM - 05:35 PM,HSC S308
Fall 2018,Full Term,College of Liberal Arts,MATH,150R,D,10261,Calculus and Analytical Geometry I Recitation,,22,22,20,-2,1,998,8/27/18,12/14/18,"Harris, Seth",,T 09:25 AM - 10:15 AM,BC 203
Fall 2018,Full Term,College of Liberal Arts,MATH,150R,VF,10341,Calculus and Analytical Geometry I Recitation,,20,20,15,-5,2,997,8/27/18,12/14/18,"Harris, Seth",,T 10:25 AM - 11:15 AM,BC 21
Fall 2018,Full Term,College of Liberal Arts,MATH,150R,VK,10347,Calculus and Analytical Geometry I Recitation,,15,15,14,-1,0,999,8/27/18,12/14/18,"Surace, Steve",,T 01:40 PM - 02:30 PM,BC 103
Fall 2018,Full Term,College of Liberal Arts,MATH,150R,VZ,10350,Calculus and Analytical Geometry I Recitation,,11,11,14,3,0,999,8/27/18,12/14/18,"Surace, Steve",,T 02:40 PM - 03:30 PM,BC 103
Fall 2018,Full Term,College of Liberal Arts,MATH,151,C,10258,Calculus and Analytic Geometry II,,10,10,16,6,0,999,8/27/18,12/14/18,"Apelian, Christopher",,MWF 09:10 AM - 10:15 AM,BC 102
Fall 2018,Full Term,College of Liberal Arts,MATH,213,Z,10351,Introduction to Logic,,13,26,31,5,0,999,8/27/18,12/14/18,"Burd, Barry",,TR 02:40 PM - 03:55 PM,SEM 205
Fall 2018,Full Term,College of Liberal Arts,MATH,227,E,10263,Intermediate Statistics,,22,22,20,-2,2,997,8/27/18,12/14/18,"Abramowitz, Sarah",,MWF 10:25 AM - 11:30 AM,BC 118
Fall 2018,Full Term,College of Liberal Arts,MATH,250,A,10255,Calculus and Analytical Geometry III,,11,11,30,19,0,999,8/27/18,12/14/18,"Apelian, Christopher",,MWF 07:55 AM - 09:00 AM,HSC S308
Fall 2018,Full Term,College of Liberal Arts,MATH,310,E,10262,Foundations of Higher Mathematics,,17,17,30,13,0,999,8/27/18,12/14/18,"Harris, Seth",,MWF 10:25 AM - 11:30 AM,SEM 212
Fall 2018,Full Term,College of Liberal Arts,MATH,325,T,10349,Mathematical Physics,,7,11,16,5,0,999,8/27/18,12/14/18,"Supplee, James",,MWF 02:40 PM - 03:45 PM,HSC S142
Fall 2018,Full Term,College of Liberal Arts,MATH,340,G,10344,Special Topics in Mathematics,,8,9,30,21,0,999,8/27/18,12/14/18,"Surace, Steve",,MWF 11:50 AM - 12:55 PM,SEM 212
Fall 2018,Full Term,College of Liberal Arts,MATH,400,G,10345,Seminar in Mathematics,,1,9,30,21,0,999,8/27/18,12/14/18,"Surace, Steve",,MWF 11:50 AM - 12:55 PM,SEM 212
Fall 2018,Full Term,College of Liberal Arts,MCOM,101,NF,10266,Introduction to Media Studies,,14,24,23,-1,1,998,8/27/18,12/14/18,"Blatter, Jeremy",,TR 10:25 AM - 11:40 AM,BC 120
Fall 2018,Full Term,College of Liberal Arts,MCOM,101,NJ,10268,Introduction to Media Studies,,16,23,23,0,0,999,8/27/18,12/14/18,"Lynch, Lisa",,MW 01:15 PM - 02:30 PM,BC 203
Fall 2018,Full Term,College of Liberal Arts,MCOM,101,NK,10269,Introduction to Media Studies,,19,24,24,0,2,997,8/27/18,12/14/18,"Blatter, Jeremy",,TR 01:15 PM - 02:30 PM,BC 101
Fall 2018,Full Term,College of Liberal Arts,MCOM,201,GJ,10267,Documentary Practice,,11,11,15,4,0,999,8/27/18,12/14/18,"Mulligan, Rory",,MW 12:30 PM - 02:30 PM,BC 18
Fall 2018,Full Term,College of Liberal Arts,MCOM,202,T,10908,Systems & Context: Spec Topics,Special Topics in Media: Systems and Context: Introduction to Public Relations,14,14,20,6,0,999,8/27/18,12/14/18,"Vitale, Joseph",,MW 02:40 PM - 03:55 PM,ARTS 106
Fall 2018,Full Term,College of Liberal Arts,MCOM,301,T,10270,Theory and Method,Media and Communication Theory and Method,20,20,20,0,1,998,8/27/18,12/14/18,"Lynch, Lisa",,MW 02:40 PM - 03:55 PM,BC 216
Fall 2018,Full Term,College of Liberal Arts,MUS,103,F,10464,Music in Context,,22,22,30,8,0,999,8/27/18,12/14/18,"Sprout, Leslie",,TR 10:25 AM - 11:40 AM,ARTS 106
Fall 2018,Full Term,College of Liberal Arts,MUS,109,X1,10467,Introductory Vocal Instruction,Introductory Vocal Instruction,2,2,15,13,0,999,8/27/18,12/14/18,"Nair, Angelika",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,109,X2,10715,Introductory Vocal Instruction,Introductory Vocal Instruction,2,2,15,13,0,999,8/27/18,12/14/18,"Stenzel, Evan",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,110,Q,10736,Choral Union,,14,14,40,26,0,999,8/27/18,12/14/18,"Webb, Matthew",,T 07:00 PM - 09:00 PM,MUS 101
Fall 2018,Full Term,College of Liberal Arts,MUS,111,X1,10469,Introductory Keyboard Instruction,Introductory Keyboard Instruction,3,3,15,12,0,999,8/27/18,12/14/18,"Berschadsky, Ana",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,111,X2,10716,Introductory Keyboard Instruction,Introductory Keyboard Instruction,0,0,15,15,0,999,8/27/18,12/14/18,"Iskowitz, David",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,111,X3,10815,Introductory Keyboard Instruction,Jazz Piano Instruction,2,2,15,13,0,999,8/27/18,12/14/18,"Saltzman, James",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,112,X1,10470,Introductory Guitar Instruction,Introductory Guitar Instruction,3,3,15,12,0,999,8/27/18,12/14/18,"Riffel, William",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,113,X1,10471,Introductory Strings Instruction,Introductory String Instruction: Violin/Viola,3,3,15,12,0,999,8/27/18,12/14/18,"Avagliano, Michael",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,113,X2,10717,Introductory Strings Instruction,Introductory Strings Instruction: Double Bass,0,0,15,15,0,999,8/27/18,12/14/18,"Eulau, Andrew",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,113,X3,10718,Introductory Strings Instruction,Introductory Strings Instruction: Cello,0,0,15,15,0,999,8/27/18,12/14/18,"Hieser, Gerall",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,114,X1,10473,Introductory Woodwinds Instruction,Introductory Woodwind Instruction: Flute,1,1,15,14,0,999,8/27/18,12/14/18,"Carter, Laura",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,114,X2,10719,Introductory Woodwinds Instruction,Introductory Woodwinds Instruction: Oboe,1,1,15,14,0,999,8/27/18,12/14/18,"Cohen, Lynne",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,114,X3,10720,Introductory Woodwinds Instruction,Introductory Woodwinds Instruction: Clarinet/Saxophone,0,0,15,15,0,999,8/27/18,12/14/18,"Saltzman, James",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,115,X1,10475,Introductory Brass Instruction,Introductory Brass Instruction: French Horn,0,0,15,15,0,999,8/27/18,12/14/18,"Cecere, Anthony",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,115,X2,10721,Introductory Brass Instruction,Introductory Brass Instruction: Trombone/Tuba,1,1,15,14,0,999,8/27/18,12/14/18,"Della Peruti, Carl",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,115,X3,10722,Introductory Brass Instruction,Introductory Brass Instruction: Trumpet,0,0,15,15,0,999,8/27/18,12/14/18,"Filippone, Andrew",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,116,X1,10477,Introductory Percussion Instruction,Introductory Percussion Instruction,1,1,15,14,0,999,8/27/18,12/14/18,"Latham, Karl",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,215,LM,10478,Chorale,,19,19,40,21,0,999,8/27/18,12/14/18,"Webb, Matthew",,MR 05:30 PM - 07:00 PM,MUS 101
Fall 2018,Full Term,College of Liberal Arts,MUS,220,M,10480,Pan-African Choral Performance,,1,1,15,14,0,999,8/27/18,12/14/18,"Miller, Mark",,R 04:00 PM - 06:30 PM,SEM CHAP
Fall 2018,Full Term,College of Liberal Arts,MUS,222,P,10481,University Orchestra,,31,31,40,9,0,999,8/27/18,12/14/18,"Avagliano, Michael",,M 07:30 PM - 09:30 PM,MUS 101
Fall 2018,Full Term,College of Liberal Arts,MUS,225,R,10482,Flute Ensemble,,4,4,15,11,0,999,8/27/18,12/14/18,"Carter, Laura",,W 06:30 PM - 08:30 PM,MUS 211
Fall 2018,Full Term,College of Liberal Arts,MUS,226,Q,10483,Jazz Ensemble,,3,3,15,12,0,999,8/27/18,12/14/18,"Saltzman, James",,T 06:00 PM - 08:00 PM,MUS 211
Fall 2018,Full Term,College of Liberal Arts,MUS,227,G,10484,Music Theory I,,9,9,18,9,0,999,8/27/18,12/14/18,"Weston, Trevor",,MWF 11:50 AM - 12:55 PM,MUS 111
Fall 2018,Full Term,College of Liberal Arts,MUS,227L,K,10498,Music Theory 1 Lab,,9,9,18,9,0,999,8/27/18,12/14/18,"Saltzman, James",,TR 01:15 PM - 02:30 PM,MUS 111
Fall 2018,Full Term,College of Liberal Arts,MUS,234,H,10485,History of Jazz,,10,10,25,15,0,999,8/27/18,12/14/18,"Saltzman, James",,TR 11:50 AM - 01:05 PM,MUS 111
Fall 2018,Full Term,College of Liberal Arts,MUS,252,H,10486,Keyboard Studies,,4,4,12,8,0,999,8/27/18,12/14/18,"Iskowitz, David",,TR 11:50 AM - 01:05 PM,MUS 211
Fall 2018,Full Term,College of Liberal Arts,MUS,301,JT,10487,"Music of the Medieval, Renaissance and Baroque Eras","Music of the Medieval, Renaissance, and Baroque Eras",13,13,15,2,0,999,8/27/18,12/14/18,"Sprout, Leslie",,W 01:15 PM - 03:45 PM,MUS 111
Fall 2018,Full Term,College of Liberal Arts,MUS,324,J,10488,Techniques of 20th and 21st-Century Music,Techniques of 20th- and 21st Century Composition,9,9,20,11,0,999,8/27/18,12/14/18,"Weston, Trevor",,MF 01:15 PM - 02:30 PM,MUS 111
Fall 2018,Full Term,College of Liberal Arts,MUS,325,X1,10489,Advanced Vocal Instruction,,2,2,15,13,0,999,8/27/18,12/14/18,"Nair, Angelika",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,325,X2,10723,Advanced Vocal Instruction,,7,7,15,8,0,999,8/27/18,12/14/18,"Stenzel, Evan",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,326,X1,10490,Advanced Keyboard Instruction,,1,1,15,14,0,999,8/27/18,12/14/18,"Berschadsky, Ana",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,326,X2,10724,Advanced Keyboard Instruction,,1,1,15,14,0,999,8/27/18,12/14/18,"Iskowitz, David",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,327,X1,10491,Advanced Guitar Instruction,,0,0,15,15,0,999,8/27/18,12/14/18,"Riffel, William",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,328,X1,10492,Advanced Strings Instruction,Advanced Strings Instruction: Violin,3,3,15,12,0,999,8/27/18,12/14/18,"Avagliano, Michael",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,328,X2,10725,Advanced Strings Instruction,Advanced Strings Instruction: Double Bass,0,0,15,15,0,999,8/27/18,12/14/18,"Eulau, Andrew",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,328,X3,10726,Advanced Strings Instruction,Advanced Strings Instruction: Cello,1,1,15,14,0,999,8/27/18,12/14/18,"Hieser, Gerall",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,329,X1,10493,Advanced Woodwinds Instruction,Advanced Woodwinds Instruction: Flute,0,0,15,15,0,999,8/27/18,12/14/18,"Carter, Laura",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,329,X2,10727,Advanced Woodwinds Instruction,Advanced Woodwinds Instruction: Oboe,0,0,15,15,0,999,8/27/18,12/14/18,"Cohen, Lynne",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,329,X3,10728,Advanced Woodwinds Instruction,Advanced Woodwinds Instruction: Clarinet,2,2,15,13,0,999,8/27/18,12/14/18,"Saltzman, James",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,330,X1,10494,Advanced Brass Instruction,Advanced Brass Instruction: French Horn,0,0,15,15,0,999,8/27/18,12/14/18,"Cecere, Anthony",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,330,X2,10729,Advanced Brass Instruction,Advanced Brass Instruction: Trombone,0,0,15,15,0,999,8/27/18,12/14/18,"Della Peruti, Carl",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,330,X3,10730,Advanced Brass Instruction,Advanced Brass Instruction: Trumpet,0,0,15,15,0,999,8/27/18,12/14/18,"Filippone, Andrew",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,331,X1,10495,Advanced Percussion Instruction,Advanced Percussion Instruction,0,0,15,15,0,999,8/27/18,12/14/18,"Latham, Karl",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,350,X,10496,Ind. Study: Music,,0,0,0,0,0,0,8/27/18,12/14/18,,,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,350,X1,10872,Ind. Study: Music,Independent Study in Music: Choral Conducting,1,1,1,0,0,999,8/27/18,12/14/18,"Webb, Matthew",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,350,X2,10906,Ind. Study: Music,Independent Study in Music: An Investigation into the Use of Music by the Disney Company,1,1,1,0,0,999,8/27/18,12/14/18,"Weston, Trevor",,  - , 
Fall 2018,Full Term,College of Liberal Arts,MUS,400,E,10497,Music Capstone,,10,10,15,5,0,999,8/27/18,12/14/18,"Sprout, Leslie",,W 10:55 AM - 11:40 AM,MUS 211
Fall 2018,Full Term,College of Liberal Arts,MUS,410,X,10896,Specialized Honors in Music I,Specialized Honors I: Composition,1,1,1,0,0,999,8/27/18,12/14/18,"Weston, Trevor",,  - , 
Fall 2018,Full Term,College of Liberal Arts,NEUR,101,D,10272,Introduction to Neuroscience,,20,20,40,20,0,999,8/27/18,12/14/18,"Knowles, Roger",,TR 09:00 AM - 10:15 AM,BC 21
Fall 2018,Full Term,College of Liberal Arts,NEUR,101,H,10275,Introduction to Neuroscience,,35,35,40,5,0,999,8/27/18,12/14/18,"Knowles, Roger",,TR 11:50 AM - 01:05 PM,BC 21
Fall 2018,Full Term,College of Liberal Arts,NEUR,101,T,10737,Introduction to Neuroscience,,14,14,40,26,0,999,8/27/18,12/14/18,"Knowles, Roger",,MW 02:40 PM - 03:55 PM,BC 21
Fall 2018,Full Term,College of Liberal Arts,NEUR,296,X,10831,Intermediate Independent Research: Laboratory/Field Research,,1,1,1,0,0,999,8/27/18,12/14/18,"McKittrick, Christina",,  - , 
Fall 2018,Full Term,College of Liberal Arts,NEUR,296,X1,10835,Intermediate Independent Research: Laboratory/Field Research,,1,1,1,0,0,999,8/27/18,12/14/18,"Cousens, Graham",,  - , 
Fall 2018,Full Term,College of Liberal Arts,NEUR,296,X2,10877,Intermediate Independent Research: Laboratory/Field Research,Independent Research: Neurophysiology,1,1,1,0,0,999,8/27/18,12/14/18,"Cousens, Graham",,  - , 
Fall 2018,Full Term,College of Liberal Arts,NEUR,296,X3,10905,Intermediate Independent Research: Laboratory/Field Research,Independent Lab/Field Research: Stress Response Research,1,1,1,0,0,999,8/27/18,12/14/18,"McKittrick, Christina",,  - , 
Fall 2018,Full Term,College of Liberal Arts,NEUR,346,D,10273,Systems Neurobiology,,22,25,28,3,0,999,8/27/18,12/14/18,"McKittrick, Christina",,TR 09:00 AM - 10:15 AM,HSC S139
Fall 2018,Full Term,College of Liberal Arts,NEUR,346L,JT,10276,Lab for Systems Neurobiology,,13,15,16,1,0,999,8/27/18,12/14/18,"McKittrick, Christina",,W 01:15 PM - 04:15 PM,HSC S112
Fall 2018,Full Term,College of Liberal Arts,NEUR,346L,LR,10776,Lab for Systems Neurobiology,,9,10,12,2,0,999,8/27/18,12/14/18,"McKittrick, Christina",,W 06:00 PM - 09:00 PM,HSC S112
Fall 2018,Full Term,College of Liberal Arts,NEUR,354,F,10274,Cognitive Neuroscience,,9,24,24,0,2,997,8/27/18,12/14/18,"Cousens, Graham",,TR 10:25 AM - 11:40 AM,HSC S3A
Fall 2018,Full Term,College of Liberal Arts,NEUR,354,KZ,10820,Cognitive Neuroscience,,10,13,24,11,0,999,8/27/18,12/14/18,"Cousens, Graham",,R 01:15 PM - 03:45 PM,HSC S3A
Fall 2018,Full Term,College of Liberal Arts,NEUR,358,C,10271,Diseases of the Brain,,11,20,20,0,0,999,8/27/18,12/14/18,"Knowles, Roger",,MWF 09:10 AM - 10:15 AM,HSC S142
Fall 2018,Full Term,College of Liberal Arts,NEUR,364,KZ,10277,Seminar in Biopsychology,Seminar in Biopsychology: The Global Burden of Mental Illness,3,14,14,0,2,997,8/27/18,12/14/18,"Cousens, Graham",,T 01:15 PM - 03:55 PM,HSC S3B
Fall 2018,Full Term,College of Liberal Arts,NEUR,396,X,10836,Advanced Independent Research in Neuroscience: Laboratory/Field Research,,1,1,1,0,0,999,8/27/18,12/14/18,"McKittrick, Christina",,  - , 
Fall 2018,Full Term,College of Liberal Arts,NEUR,396,X1,10932,Advanced Independent Research in Neuroscience: Laboratory/Field Research,Adv. Independent Research: Behavioral Assays on C. elegans as animal model for Parkinson's disease,1,1,1,0,0,999,8/27/18,12/14/18,"Cousens, Graham",,  - , 
Fall 2018,Full Term,College of Liberal Arts,NEUR,410,X,10889,Spec Honors I: Neuroscience I,Specialized Honors I: Relationship between short term adn long term memory,1,1,1,0,0,999,8/27/18,12/14/18,"Cousens, Graham",,  - , 
Fall 2018,Full Term,College of Liberal Arts,NEUR,410,X1,10892,Spec Honors I: Neuroscience I,,1,1,1,0,0,999,8/27/18,12/14/18,"Cousens, Graham",,  - , 
Fall 2018,Full Term,College of Liberal Arts,NEUR,410,X2,10900,Spec Honors I: Neuroscience I,,0,0,1,1,0,999,8/27/18,12/14/18,"Knowles, Roger",,  - , 
Fall 2018,Full Term,College of Liberal Arts,NEUR,410,X3,10901,Spec Honors I: Neuroscience I,Specialized Honors:Gut microbiome in propagation of addictive disorders through epigenetic mechanism,1,1,1,0,0,999,8/27/18,12/14/18,"McKittrick, Christina",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PAST,220,M,10352,Pan-African Choral Performance,,0,1,15,14,0,999,8/27/18,12/14/18,"Miller, Mark",,R 04:00 PM - 06:30 PM,SEM CHAP
Fall 2018,2nd Half Session,College of Liberal Arts,PE,104,G,10404,Beginning Golf,,6,6,12,6,0,999,10/17/18,12/14/18,,,MW 11:50 AM - 12:40 PM,SIMN FORM
Fall 2018,1st Half Session,College of Liberal Arts,PE,104,H,10407,Beginning Golf,,8,8,12,4,0,999,8/27/18,10/16/18,"Armuth, Leonard",,TR 11:50 AM - 12:40 PM,SIMN FORM
Fall 2018,2nd Half Session,College of Liberal Arts,PE,106,F,10390,Backyard Games,,6,6,12,6,0,999,10/17/18,12/14/18,"Fugett, John",,TR 10:25 AM - 11:15 AM,SIMN FORM
Fall 2018,1st Half Session,College of Liberal Arts,PE,106,F1,10391,Backyard Games,,4,4,12,8,0,999,8/27/18,10/16/18,"Sage, Douglas",,TR 10:25 AM - 11:15 AM,SIMN FORM
Fall 2018,2nd Half Session,College of Liberal Arts,PE,109,E,10385,Circuit Training,,5,5,14,9,0,999,10/17/18,12/14/18,"Karger, Jane",,MW 10:25 AM - 11:15 AM,SIMN FORM
Fall 2018,Full Term,College of Liberal Arts,PE,217,EG,10388,Leadership in PE with ARC Morr,Leadership in Physical Education: ARC Morris County,12,12,12,0,1,998,8/27/18,12/14/18,"Gray, Jessica",,F 11:00 AM - 12:15 PM,SIMN FORM
Fall 2018,Full Term,College of Liberal Arts,PE,232,F,10402,Karate Self-Defense,,3,3,12,9,0,999,8/27/18,12/14/18,"Goedecke, Christopher",,TR 10:25 AM - 11:15 AM,SIMN DNCE
Fall 2018,1st Half Session,College of Liberal Arts,PE,250,F,10400,Core Training,,8,8,14,6,0,999,8/27/18,10/16/18,"Mehalick, Erica",,TR 10:25 AM - 11:15 AM,SIMN FORM
Fall 2018,Full Term,College of Liberal Arts,PH,201,E,10408,Public Health (Gateway Course),,22,22,30,8,0,999,8/27/18,12/14/18,"Van Orden, George",,WF 10:25 AM - 11:40 AM,LC 30
Fall 2018,Full Term,College of Liberal Arts,PH,201,Z,10410,Public Health (Gateway Course),,12,12,30,18,0,999,8/27/18,12/14/18,"Kadetz, Paul",,TR 02:40 PM - 03:55 PM,BC 120
Fall 2018,Full Term,College of Liberal Arts,PH,370,G,10409,Selected Topics in Public Health,Selected Topics in Public Health: Environmental Justice,9,20,20,0,0,999,8/27/18,12/14/18,"Jordan, Lisa",,MW 11:50 AM - 01:05 PM,HSC S3A
Fall 2018,Full Term,College of Liberal Arts,PHIL,101,D,10354,Introduction to Philosophy,,30,30,30,0,0,999,8/27/18,12/14/18,"Lee, Seung-Kee",,TR 09:00 AM - 10:15 AM,BC 201
Fall 2018,Full Term,College of Liberal Arts,PHIL,101,E,10355,Introduction to Philosophy,,29,29,30,1,0,999,8/27/18,12/14/18,"Lee, Seung-Kee",,MW 10:25 AM - 11:40 AM,BC 218
Fall 2018,Full Term,College of Liberal Arts,PHIL,104,F,10366,Introduction to Ethics,,31,31,35,4,0,999,8/27/18,12/14/18,"Cole, Darrell",,TR 10:25 AM - 11:40 AM,LC 28
Fall 2018,Full Term,College of Liberal Arts,PHIL,210H,G,10768,Hist of Anc/Med Phil- Honors,History of Ancient and Medieval Philosophy,14,14,25,11,0,999,8/27/18,12/14/18,"Lee, Seung-Kee",,MW 11:50 AM - 01:05 PM,LC 16
Fall 2018,Full Term,College of Liberal Arts,PHIL,213,Z,10362,Introduction to Logic,,13,26,31,5,0,999,8/27/18,12/14/18,"Burd, Barry",,TR 02:40 PM - 03:55 PM,SEM 205
Fall 2018,Full Term,College of Liberal Arts,PHIL,214,E,10364,Business Ethics,,7,35,35,0,1,998,8/27/18,12/14/18,"Cole, Darrell",,MW 10:25 AM - 11:40 AM,SEM 205
Fall 2018,Full Term,College of Liberal Arts,PHIL,214,J,10368,Business Ethics,,13,37,35,-2,0,999,8/27/18,12/14/18,"Cole, Darrell",,MW 01:15 PM - 02:30 PM,BC 215
Fall 2018,Full Term,College of Liberal Arts,PHIL,216,P,10639,Bio-Medical Ethics,,13,36,35,-1,2,997,8/27/18,12/14/18,"Cole, Darrell",,M 07:00 PM - 09:30 PM,BC 101
Fall 2018,Full Term,College of Liberal Arts,PHIL,313,Q,10361,Analytic Philosophy,,14,14,20,6,0,999,8/27/18,12/14/18,"Atencio, Jesse",,T 07:00 PM - 09:30 PM,BC 103
Fall 2018,Full Term,College of Liberal Arts,PHIL,318,H,10367,Theory of Knowledge,,22,22,22,0,1,998,8/27/18,12/14/18,"Lee, Seung-Kee",,TR 11:50 AM - 01:05 PM,BC 118
Fall 2018,Full Term,College of Liberal Arts,PHIL,411,X,10824,Specialized Honors in Philosophy II,Specialized Honors II: Evaluating Society's Role in the Lives of the Elderly,1,1,1,0,0,0,8/27/18,12/14/18,"Cole, Darrell",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PHYS,101,G,10281,Introductory Astronomy I- The Solar System,,33,33,40,7,0,999,8/27/18,12/14/18,"Murawski, Robert",,MWF 11:50 AM - 12:55 PM,HSC S244
Fall 2018,Full Term,College of Liberal Arts,PHYS,111,E,10279,Introductory Physics I,,24,24,40,16,0,999,8/27/18,12/14/18,"Redling, Judith",,MWF 10:25 AM - 11:30 AM,HSC S308
Fall 2018,Full Term,College of Liberal Arts,PHYS,113,NMQ,10287,General Physics Laboratory I,,15,15,10,-5,3,996,8/27/18,12/14/18,"Kouh, Minjoon",,T 06:00 PM - 09:00 PM,HSC S208
Fall 2018,Full Term,College of Liberal Arts,PHYS,113,NVJ,10286,General Physics Laboratory I,,14,14,10,-4,0,999,8/27/18,12/14/18,"Murawski, Robert",,F 01:15 PM - 04:15 PM,HSC S208
Fall 2018,Full Term,College of Liberal Arts,PHYS,113,NVK,10288,General Physics Laboratory I,,13,13,7,-6,5,994,8/27/18,12/14/18,"Supplee, James",,T 01:15 PM - 04:15 PM,HSC S208
Fall 2018,Full Term,College of Liberal Arts,PHYS,113,VNJ,10285,General Physics Laboratory I,,15,15,13,-2,0,999,8/27/18,12/14/18,"Larson, Bjorg",,W 01:15 PM - 04:15 PM,HSC S208
Fall 2018,Full Term,College of Liberal Arts,PHYS,113,VNK,10278,General Physics Laboratory I,,14,14,8,-6,4,995,8/27/18,12/14/18,"Fraenkel, Howard",,R 01:15 PM - 04:15 PM,HSC S208
Fall 2018,Full Term,College of Liberal Arts,PHYS,150,VE,10280,University Physics I,,47,47,50,3,0,999,8/27/18,12/14/18,"Supplee, James",,MWF 10:25 AM - 11:30 AM,HSC S244
Fall 2018,Full Term,College of Liberal Arts,PHYS,250,G,10282,Modern Physics,,11,11,16,5,0,999,8/27/18,12/14/18,"Larson, Bjorg",,MWF 11:50 AM - 12:55 PM,HSC S142
Fall 2018,Full Term,College of Liberal Arts,PHYS,300,X,10884,Independent Study/Research in Physics,Independent Study/Research in Physics,1,1,1,0,0,999,8/27/18,12/14/18,"Larson, Bjorg",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PHYS,305,K,10283,Advanced Physics Laboratory II,,3,3,14,11,0,999,8/27/18,12/14/18,"Murawski, Robert",,TR 01:15 PM - 04:15 PM,HSC S203
